Municipio_ID,Municipio_Nome (UF),Municipio_Nome,Microrregião_ID,Microrregião,Mesorregião,UF,Municipio_Meso_Micro
4903,Panambi (RS),Panambi,475,Ijuí,Noroeste Rio-grandense,RS,PanambiIjuíNoroeste Rio-grandense
4904,Pantano Grande (RS),Pantano Grande,500,Cachoeira do Sul,Centro Oriental Rio-grandense,RS,Pantano GrandeCachoeira do SulCentro Oriental Rio-grandense
4905,Paraí (RS),Paraí,484,Guaporé,Nordeste Rio-grandense,RS,ParaíGuaporéNordeste Rio-grandense
4906,Paraíso do Sul (RS),Paraíso do Sul,500,Cachoeira do Sul,Centro Oriental Rio-grandense,RS,Paraíso do SulCachoeira do SulCentro Oriental Rio-grandense
4907,Pareci Novo (RS),Pareci Novo,481,Montenegro,Metropolitana de Porto Alegre,RS,Pareci NovoMontenegroMetropolitana de Porto Alegre
4908,Parobé (RS),Parobé,482,Porto Alegre,Metropolitana de Porto Alegre,RS,ParobéPorto AlegreMetropolitana de Porto Alegre
4909,Passa Sete (RS),Passa Sete,491,Santa Cruz do Sul,Centro Oriental Rio-grandense,RS,Passa SeteSanta Cruz do SulCentro Oriental Rio-grandense
4910,Passo do Sobrado (RS),Passo do Sobrado,500,Cachoeira do Sul,Centro Oriental Rio-grandense,RS,Passo do SobradoCachoeira do SulCentro Oriental Rio-grandense
4911,Passo Fundo (RS),Passo Fundo,473,Passo Fundo,Noroeste Rio-grandense,RS,Passo FundoPasso FundoNoroeste Rio-grandense
4912,Paulo Bento (RS),Paulo Bento,487,Erechim,Noroeste Rio-grandense,RS,Paulo BentoErechimNoroeste Rio-grandense
4913,Paverama (RS),Paverama,488,Lajeado-Estrela,Centro Oriental Rio-grandense,RS,PaveramaLajeado-EstrelaCentro Oriental Rio-grandense
4914,Pedras Altas (RS),Pedras Altas,483,Serras de Sudeste,Sudeste Rio-grandense,RS,Pedras AltasSerras de SudesteSudeste Rio-grandense
4915,Pedro Osório (RS),Pedro Osório,489,Pelotas,Sudeste Rio-grandense,RS,Pedro OsórioPelotasSudeste Rio-grandense
4916,Pejuçara (RS),Pejuçara,475,Ijuí,Noroeste Rio-grandense,RS,PejuçaraIjuíNoroeste Rio-grandense
4917,Pelotas (RS),Pelotas,489,Pelotas,Sudeste Rio-grandense,RS,PelotasPelotasSudeste Rio-grandense
4918,Picada Café (RS),Picada Café,502,Gramado-Canela,Metropolitana de Porto Alegre,RS,Picada CaféGramado-CanelaMetropolitana de Porto Alegre
4919,Pinhal (RS),Pinhal,478,Carazinho,Noroeste Rio-grandense,RS,PinhalCarazinhoNoroeste Rio-grandense
4920,Pinhal da Serra (RS),Pinhal da Serra,497,Vacaria,Nordeste Rio-grandense,RS,Pinhal da SerraVacariaNordeste Rio-grandense
4921,Pinhal Grande (RS),Pinhal Grande,503,Santiago,Centro Ocidental Rio-grandense,RS,Pinhal GrandeSantiagoCentro Ocidental Rio-grandense
4922,Pinheirinho do Vale (RS),Pinheirinho do Vale,479,Frederico Westphalen,Noroeste Rio-grandense,RS,Pinheirinho do ValeFrederico WestphalenNoroeste Rio-grandense
4923,Pinheiro Machado (RS),Pinheiro Machado,483,Serras de Sudeste,Sudeste Rio-grandense,RS,Pinheiro MachadoSerras de SudesteSudeste Rio-grandense
4924,Pinto Bandeira (RS),Pinto Bandeira,485,Caxias do Sul,Nordeste Rio-grandense,RS,Pinto BandeiraCaxias do SulNordeste Rio-grandense
4925,Pirapó (RS),Pirapó,498,Santo Ângelo,Noroeste Rio-grandense,RS,PirapóSanto ÂngeloNoroeste Rio-grandense
4926,Piratini (RS),Piratini,483,Serras de Sudeste,Sudeste Rio-grandense,RS,PiratiniSerras de SudesteSudeste Rio-grandense
4927,Planalto (RS),Planalto,479,Frederico Westphalen,Noroeste Rio-grandense,RS,PlanaltoFrederico WestphalenNoroeste Rio-grandense
4928,Poço das Antas (RS),Poço das Antas,481,Montenegro,Metropolitana de Porto Alegre,RS,Poço das AntasMontenegroMetropolitana de Porto Alegre
4929,Pontão (RS),Pontão,473,Passo Fundo,Noroeste Rio-grandense,RS,PontãoPasso FundoNoroeste Rio-grandense
4930,Ponte Preta (RS),Ponte Preta,487,Erechim,Noroeste Rio-grandense,RS,Ponte PretaErechimNoroeste Rio-grandense
4931,Portão (RS),Portão,481,Montenegro,Metropolitana de Porto Alegre,RS,PortãoMontenegroMetropolitana de Porto Alegre
4932,Porto Alegre (RS),Porto Alegre,482,Porto Alegre,Metropolitana de Porto Alegre,RS,Porto AlegrePorto AlegreMetropolitana de Porto Alegre
4933,Porto Lucena (RS),Porto Lucena,476,Santa Rosa,Noroeste Rio-grandense,RS,Porto LucenaSanta RosaNoroeste Rio-grandense
4934,Porto Mauá (RS),Porto Mauá,476,Santa Rosa,Noroeste Rio-grandense,RS,Porto MauáSanta RosaNoroeste Rio-grandense
4935,Porto Vera Cruz (RS),Porto Vera Cruz,476,Santa Rosa,Noroeste Rio-grandense,RS,Porto Vera CruzSanta RosaNoroeste Rio-grandense
4936,Porto Xavier (RS),Porto Xavier,501,Cerro Largo,Noroeste Rio-grandense,RS,Porto XavierCerro LargoNoroeste Rio-grandense
4937,Pouso Novo (RS),Pouso Novo,488,Lajeado-Estrela,Centro Oriental Rio-grandense,RS,Pouso NovoLajeado-EstrelaCentro Oriental Rio-grandense
4938,Presidente Lucena (RS),Presidente Lucena,502,Gramado-Canela,Metropolitana de Porto Alegre,RS,Presidente LucenaGramado-CanelaMetropolitana de Porto Alegre
4939,Progresso (RS),Progresso,488,Lajeado-Estrela,Centro Oriental Rio-grandense,RS,ProgressoLajeado-EstrelaCentro Oriental Rio-grandense
4940,Protásio Alves (RS),Protásio Alves,484,Guaporé,Nordeste Rio-grandense,RS,Protásio AlvesGuaporéNordeste Rio-grandense
4941,Putinga (RS),Putinga,484,Guaporé,Nordeste Rio-grandense,RS,PutingaGuaporéNordeste Rio-grandense
4942,Quaraí (RS),Quaraí,477,Campanha Ocidental,Sudoeste Rio-grandense,RS,QuaraíCampanha OcidentalSudoeste Rio-grandense
4943,Quatro Irmãos (RS),Quatro Irmãos,487,Erechim,Noroeste Rio-grandense,RS,Quatro IrmãosErechimNoroeste Rio-grandense
4944,Quevedos (RS),Quevedos,503,Santiago,Centro Ocidental Rio-grandense,RS,QuevedosSantiagoCentro Ocidental Rio-grandense
4945,Quinze de Novembro (RS),Quinze de Novembro,480,Cruz Alta,Noroeste Rio-grandense,RS,Quinze de NovembroCruz AltaNoroeste Rio-grandense
4946,Redentora (RS),Redentora,494,Três Passos,Noroeste Rio-grandense,RS,RedentoraTrês PassosNoroeste Rio-grandense
4947,Relvado (RS),Relvado,488,Lajeado-Estrela,Centro Oriental Rio-grandense,RS,RelvadoLajeado-EstrelaCentro Oriental Rio-grandense
4948,Restinga Sêca (RS),Restinga Sêca,474,Restinga Seca,Centro Ocidental Rio-grandense,RS,Restinga SêcaRestinga SecaCentro Ocidental Rio-grandense
4949,Rio dos Índios (RS),Rio dos Índios,479,Frederico Westphalen,Noroeste Rio-grandense,RS,Rio dos ÍndiosFrederico WestphalenNoroeste Rio-grandense
4950,Rio Grande (RS),Rio Grande,504,Litoral Lagunar,Sudeste Rio-grandense,RS,Rio GrandeLitoral LagunarSudeste Rio-grandense
4951,Rio Pardo (RS),Rio Pardo,500,Cachoeira do Sul,Centro Oriental Rio-grandense,RS,Rio PardoCachoeira do SulCentro Oriental Rio-grandense
4952,Riozinho (RS),Riozinho,502,Gramado-Canela,Metropolitana de Porto Alegre,RS,RiozinhoGramado-CanelaMetropolitana de Porto Alegre
4953,Roca Sales (RS),Roca Sales,488,Lajeado-Estrela,Centro Oriental Rio-grandense,RS,Roca SalesLajeado-EstrelaCentro Oriental Rio-grandense
4954,Rodeio Bonito (RS),Rodeio Bonito,479,Frederico Westphalen,Noroeste Rio-grandense,RS,Rodeio BonitoFrederico WestphalenNoroeste Rio-grandense
4955,Rolador (RS),Rolador,498,Santo Ângelo,Noroeste Rio-grandense,RS,RoladorSanto ÂngeloNoroeste Rio-grandense
4956,Rolante (RS),Rolante,502,Gramado-Canela,Metropolitana de Porto Alegre,RS,RolanteGramado-CanelaMetropolitana de Porto Alegre
4957,Ronda Alta (RS),Ronda Alta,473,Passo Fundo,Noroeste Rio-grandense,RS,Ronda AltaPasso FundoNoroeste Rio-grandense
4958,Rondinha (RS),Rondinha,479,Frederico Westphalen,Noroeste Rio-grandense,RS,RondinhaFrederico WestphalenNoroeste Rio-grandense
4959,Roque Gonzales (RS),Roque Gonzales,501,Cerro Largo,Noroeste Rio-grandense,RS,Roque GonzalesCerro LargoNoroeste Rio-grandense
4960,Rosário do Sul (RS),Rosário do Sul,506,Campanha Central,Sudoeste Rio-grandense,RS,Rosário do SulCampanha CentralSudoeste Rio-grandense
4961,Sagrada Família (RS),Sagrada Família,478,Carazinho,Noroeste Rio-grandense,RS,Sagrada FamíliaCarazinhoNoroeste Rio-grandense
4962,Saldanha Marinho (RS),Saldanha Marinho,480,Cruz Alta,Noroeste Rio-grandense,RS,Saldanha MarinhoCruz AltaNoroeste Rio-grandense
4963,Salto do Jacuí (RS),Salto do Jacuí,480,Cruz Alta,Noroeste Rio-grandense,RS,Salto do JacuíCruz AltaNoroeste Rio-grandense
4964,Salvador das Missões (RS),Salvador das Missões,501,Cerro Largo,Noroeste Rio-grandense,RS,Salvador das MissõesCerro LargoNoroeste Rio-grandense
4965,Salvador do Sul (RS),Salvador do Sul,481,Montenegro,Metropolitana de Porto Alegre,RS,Salvador do SulMontenegroMetropolitana de Porto Alegre
4966,Sananduva (RS),Sananduva,495,Sananduva,Noroeste Rio-grandense,RS,SananduvaSananduvaNoroeste Rio-grandense
4967,Santa Bárbara do Sul (RS),Santa Bárbara do Sul,480,Cruz Alta,Noroeste Rio-grandense,RS,Santa Bárbara do SulCruz AltaNoroeste Rio-grandense
4968,Santa Cecília do Sul (RS),Santa Cecília do Sul,473,Passo Fundo,Noroeste Rio-grandense,RS,Santa Cecília do SulPasso FundoNoroeste Rio-grandense
4969,Santa Clara do Sul (RS),Santa Clara do Sul,488,Lajeado-Estrela,Centro Oriental Rio-grandense,RS,Santa Clara do SulLajeado-EstrelaCentro Oriental Rio-grandense
4970,Santa Cruz do Sul (RS),Santa Cruz do Sul,491,Santa Cruz do Sul,Centro Oriental Rio-grandense,RS,Santa Cruz do SulSanta Cruz do SulCentro Oriental Rio-grandense
4971,Santa Margarida do Sul (RS),Santa Margarida do Sul,506,Campanha Central,Sudoeste Rio-grandense,RS,Santa Margarida do SulCampanha CentralSudoeste Rio-grandense
4972,Santa Maria (RS),Santa Maria,499,Santa Maria,Centro Ocidental Rio-grandense,RS,Santa MariaSanta MariaCentro Ocidental Rio-grandense
4973,Santa Maria do Herval (RS),Santa Maria do Herval,502,Gramado-Canela,Metropolitana de Porto Alegre,RS,Santa Maria do HervalGramado-CanelaMetropolitana de Porto Alegre
4974,Santa Rosa (RS),Santa Rosa,476,Santa Rosa,Noroeste Rio-grandense,RS,Santa RosaSanta RosaNoroeste Rio-grandense
4975,Santa Tereza (RS),Santa Tereza,485,Caxias do Sul,Nordeste Rio-grandense,RS,Santa TerezaCaxias do SulNordeste Rio-grandense
4976,Santa Vitória do Palmar (RS),Santa Vitória do Palmar,504,Litoral Lagunar,Sudeste Rio-grandense,RS,Santa Vitória do PalmarLitoral LagunarSudeste Rio-grandense
4977,Santana da Boa Vista (RS),Santana da Boa Vista,483,Serras de Sudeste,Sudeste Rio-grandense,RS,Santana da Boa VistaSerras de SudesteSudeste Rio-grandense
4978,Sant'Ana do Livramento (RS),Sant'Ana do Livramento,506,Campanha Central,Sudoeste Rio-grandense,RS,Sant'Ana do LivramentoCampanha CentralSudoeste Rio-grandense
4979,Santiago (RS),Santiago,503,Santiago,Centro Ocidental Rio-grandense,RS,SantiagoSantiagoCentro Ocidental Rio-grandense
4980,Santo Ângelo (RS),Santo Ângelo,498,Santo Ângelo,Noroeste Rio-grandense,RS,Santo ÂngeloSanto ÂngeloNoroeste Rio-grandense
4981,Santo Antônio da Patrulha (RS),Santo Antônio da Patrulha,490,Osório,Metropolitana de Porto Alegre,RS,Santo Antônio da PatrulhaOsórioMetropolitana de Porto Alegre
4982,Santo Antônio das Missões (RS),Santo Antônio das Missões,498,Santo Ângelo,Noroeste Rio-grandense,RS,Santo Antônio das MissõesSanto ÂngeloNoroeste Rio-grandense
4983,Santo Antônio do Palma (RS),Santo Antônio do Palma,473,Passo Fundo,Noroeste Rio-grandense,RS,Santo Antônio do PalmaPasso FundoNoroeste Rio-grandense
4984,Santo Antônio do Planalto (RS),Santo Antônio do Planalto,478,Carazinho,Noroeste Rio-grandense,RS,Santo Antônio do PlanaltoCarazinhoNoroeste Rio-grandense
4985,Santo Augusto (RS),Santo Augusto,475,Ijuí,Noroeste Rio-grandense,RS,Santo AugustoIjuíNoroeste Rio-grandense
4986,Santo Cristo (RS),Santo Cristo,476,Santa Rosa,Noroeste Rio-grandense,RS,Santo CristoSanta RosaNoroeste Rio-grandense
4987,Santo Expedito do Sul (RS),Santo Expedito do Sul,495,Sananduva,Noroeste Rio-grandense,RS,Santo Expedito do SulSananduvaNoroeste Rio-grandense
4988,São Borja (RS),São Borja,477,Campanha Ocidental,Sudoeste Rio-grandense,RS,São BorjaCampanha OcidentalSudoeste Rio-grandense
4989,São Domingos do Sul (RS),São Domingos do Sul,473,Passo Fundo,Noroeste Rio-grandense,RS,São Domingos do SulPasso FundoNoroeste Rio-grandense
4990,São Francisco de Assis (RS),São Francisco de Assis,477,Campanha Ocidental,Sudoeste Rio-grandense,RS,São Francisco de AssisCampanha OcidentalSudoeste Rio-grandense
4991,São Francisco de Paula (RS),São Francisco de Paula,497,Vacaria,Nordeste Rio-grandense,RS,São Francisco de PaulaVacariaNordeste Rio-grandense
4992,São Gabriel (RS),São Gabriel,506,Campanha Central,Sudoeste Rio-grandense,RS,São GabrielCampanha CentralSudoeste Rio-grandense
4993,São Jerônimo (RS),São Jerônimo,492,São Jerônimo,Metropolitana de Porto Alegre,RS,São JerônimoSão JerônimoMetropolitana de Porto Alegre
4994,São João da Urtiga (RS),São João da Urtiga,495,Sananduva,Noroeste Rio-grandense,RS,São João da UrtigaSananduvaNoroeste Rio-grandense
4995,São João do Polêsine (RS),São João do Polêsine,474,Restinga Seca,Centro Ocidental Rio-grandense,RS,São João do PolêsineRestinga SecaCentro Ocidental Rio-grandense
4996,São Jorge (RS),São Jorge,484,Guaporé,Nordeste Rio-grandense,RS,São JorgeGuaporéNordeste Rio-grandense
4997,São José das Missões (RS),São José das Missões,478,Carazinho,Noroeste Rio-grandense,RS,São José das MissõesCarazinhoNoroeste Rio-grandense
4998,São José do Herval (RS),São José do Herval,496,Soledade,Noroeste Rio-grandense,RS,São José do HervalSoledadeNoroeste Rio-grandense
4999,São José do Hortêncio (RS),São José do Hortêncio,481,Montenegro,Metropolitana de Porto Alegre,RS,São José do HortêncioMontenegroMetropolitana de Porto Alegre
5000,São José do Inhacorá (RS),São José do Inhacorá,476,Santa Rosa,Noroeste Rio-grandense,RS,São José do InhacoráSanta RosaNoroeste Rio-grandense
5001,São José do Norte (RS),São José do Norte,504,Litoral Lagunar,Sudeste Rio-grandense,RS,São José do NorteLitoral LagunarSudeste Rio-grandense
5002,São José do Ouro (RS),São José do Ouro,495,Sananduva,Noroeste Rio-grandense,RS,São José do OuroSananduvaNoroeste Rio-grandense
5003,São José do Sul (RS),São José do Sul,481,Montenegro,Metropolitana de Porto Alegre,RS,São José do SulMontenegroMetropolitana de Porto Alegre
5004,São José dos Ausentes (RS),São José dos Ausentes,497,Vacaria,Nordeste Rio-grandense,RS,São José dos AusentesVacariaNordeste Rio-grandense
5005,São Leopoldo (RS),São Leopoldo,482,Porto Alegre,Metropolitana de Porto Alegre,RS,São LeopoldoPorto AlegreMetropolitana de Porto Alegre
5006,São Lourenço do Sul (RS),São Lourenço do Sul,489,Pelotas,Sudeste Rio-grandense,RS,São Lourenço do SulPelotasSudeste Rio-grandense
5007,São Luiz Gonzaga (RS),São Luiz Gonzaga,498,Santo Ângelo,Noroeste Rio-grandense,RS,São Luiz GonzagaSanto ÂngeloNoroeste Rio-grandense
5008,São Marcos (RS),São Marcos,485,Caxias do Sul,Nordeste Rio-grandense,RS,São MarcosCaxias do SulNordeste Rio-grandense
5009,São Martinho (RS),São Martinho,494,Três Passos,Noroeste Rio-grandense,RS,São MartinhoTrês PassosNoroeste Rio-grandense
5010,São Martinho da Serra (RS),São Martinho da Serra,499,Santa Maria,Centro Ocidental Rio-grandense,RS,São Martinho da SerraSanta MariaCentro Ocidental Rio-grandense
5011,São Miguel das Missões (RS),São Miguel das Missões,498,Santo Ângelo,Noroeste Rio-grandense,RS,São Miguel das MissõesSanto ÂngeloNoroeste Rio-grandense
5012,São Nicolau (RS),São Nicolau,498,Santo Ângelo,Noroeste Rio-grandense,RS,São NicolauSanto ÂngeloNoroeste Rio-grandense
5013,São Paulo das Missões (RS),São Paulo das Missões,501,Cerro Largo,Noroeste Rio-grandense,RS,São Paulo das MissõesCerro LargoNoroeste Rio-grandense
5014,São Pedro da Serra (RS),São Pedro da Serra,481,Montenegro,Metropolitana de Porto Alegre,RS,São Pedro da SerraMontenegroMetropolitana de Porto Alegre
5015,São Pedro das Missões (RS),São Pedro das Missões,478,Carazinho,Noroeste Rio-grandense,RS,São Pedro das MissõesCarazinhoNoroeste Rio-grandense
5016,São Pedro do Butiá (RS),São Pedro do Butiá,501,Cerro Largo,Noroeste Rio-grandense,RS,São Pedro do ButiáCerro LargoNoroeste Rio-grandense
5017,São Pedro do Sul (RS),São Pedro do Sul,499,Santa Maria,Centro Ocidental Rio-grandense,RS,São Pedro do SulSanta MariaCentro Ocidental Rio-grandense
5018,São Sebastião do Caí (RS),São Sebastião do Caí,481,Montenegro,Metropolitana de Porto Alegre,RS,São Sebastião do CaíMontenegroMetropolitana de Porto Alegre
5019,São Sepé (RS),São Sepé,499,Santa Maria,Centro Ocidental Rio-grandense,RS,São SepéSanta MariaCentro Ocidental Rio-grandense
5020,São Valentim (RS),São Valentim,487,Erechim,Noroeste Rio-grandense,RS,São ValentimErechimNoroeste Rio-grandense
5021,São Valentim do Sul (RS),São Valentim do Sul,484,Guaporé,Nordeste Rio-grandense,RS,São Valentim do SulGuaporéNordeste Rio-grandense
5022,São Valério do Sul (RS),São Valério do Sul,475,Ijuí,Noroeste Rio-grandense,RS,São Valério do SulIjuíNoroeste Rio-grandense
5023,São Vendelino (RS),São Vendelino,481,Montenegro,Metropolitana de Porto Alegre,RS,São VendelinoMontenegroMetropolitana de Porto Alegre
5024,São Vicente do Sul (RS),São Vicente do Sul,499,Santa Maria,Centro Ocidental Rio-grandense,RS,São Vicente do SulSanta MariaCentro Ocidental Rio-grandense
5025,Sapiranga (RS),Sapiranga,482,Porto Alegre,Metropolitana de Porto Alegre,RS,SapirangaPorto AlegreMetropolitana de Porto Alegre
5026,Sapucaia do Sul (RS),Sapucaia do Sul,482,Porto Alegre,Metropolitana de Porto Alegre,RS,Sapucaia do SulPorto AlegreMetropolitana de Porto Alegre
5027,Sarandi (RS),Sarandi,478,Carazinho,Noroeste Rio-grandense,RS,SarandiCarazinhoNoroeste Rio-grandense
5028,Seberi (RS),Seberi,479,Frederico Westphalen,Noroeste Rio-grandense,RS,SeberiFrederico WestphalenNoroeste Rio-grandense
5029,Sede Nova (RS),Sede Nova,494,Três Passos,Noroeste Rio-grandense,RS,Sede NovaTrês PassosNoroeste Rio-grandense
5030,Segredo (RS),Segredo,491,Santa Cruz do Sul,Centro Oriental Rio-grandense,RS,SegredoSanta Cruz do SulCentro Oriental Rio-grandense
5031,Selbach (RS),Selbach,505,Não-Me-Toque,Noroeste Rio-grandense,RS,SelbachNão-Me-ToqueNoroeste Rio-grandense
5032,Senador Salgado Filho (RS),Senador Salgado Filho,498,Santo Ângelo,Noroeste Rio-grandense,RS,Senador Salgado FilhoSanto ÂngeloNoroeste Rio-grandense
5033,Sentinela do Sul (RS),Sentinela do Sul,486,Camaquã,Metropolitana de Porto Alegre,RS,Sentinela do SulCamaquãMetropolitana de Porto Alegre
5034,Serafina Corrêa (RS),Serafina Corrêa,484,Guaporé,Nordeste Rio-grandense,RS,Serafina CorrêaGuaporéNordeste Rio-grandense
5035,Sério (RS),Sério,488,Lajeado-Estrela,Centro Oriental Rio-grandense,RS,SérioLajeado-EstrelaCentro Oriental Rio-grandense
5036,Sertão (RS),Sertão,473,Passo Fundo,Noroeste Rio-grandense,RS,SertãoPasso FundoNoroeste Rio-grandense
5037,Sertão Santana (RS),Sertão Santana,482,Porto Alegre,Metropolitana de Porto Alegre,RS,Sertão SantanaPorto AlegreMetropolitana de Porto Alegre
5038,Sete de Setembro (RS),Sete de Setembro,501,Cerro Largo,Noroeste Rio-grandense,RS,Sete de SetembroCerro LargoNoroeste Rio-grandense
5039,Severiano de Almeida (RS),Severiano de Almeida,487,Erechim,Noroeste Rio-grandense,RS,Severiano de AlmeidaErechimNoroeste Rio-grandense
5040,Silveira Martins (RS),Silveira Martins,474,Restinga Seca,Centro Ocidental Rio-grandense,RS,Silveira MartinsRestinga SecaCentro Ocidental Rio-grandense
5041,Sinimbu (RS),Sinimbu,491,Santa Cruz do Sul,Centro Oriental Rio-grandense,RS,SinimbuSanta Cruz do SulCentro Oriental Rio-grandense
5042,Sobradinho (RS),Sobradinho,491,Santa Cruz do Sul,Centro Oriental Rio-grandense,RS,SobradinhoSanta Cruz do SulCentro Oriental Rio-grandense
5043,Soledade (RS),Soledade,496,Soledade,Noroeste Rio-grandense,RS,SoledadeSoledadeNoroeste Rio-grandense
5044,Tabaí (RS),Tabaí,488,Lajeado-Estrela,Centro Oriental Rio-grandense,RS,TabaíLajeado-EstrelaCentro Oriental Rio-grandense
5045,Tapejara (RS),Tapejara,473,Passo Fundo,Noroeste Rio-grandense,RS,TapejaraPasso FundoNoroeste Rio-grandense
5046,Tapera (RS),Tapera,505,Não-Me-Toque,Noroeste Rio-grandense,RS,TaperaNão-Me-ToqueNoroeste Rio-grandense
5047,Tapes (RS),Tapes,486,Camaquã,Metropolitana de Porto Alegre,RS,TapesCamaquãMetropolitana de Porto Alegre
5048,Taquara (RS),Taquara,502,Gramado-Canela,Metropolitana de Porto Alegre,RS,TaquaraGramado-CanelaMetropolitana de Porto Alegre
5049,Taquari (RS),Taquari,488,Lajeado-Estrela,Centro Oriental Rio-grandense,RS,TaquariLajeado-EstrelaCentro Oriental Rio-grandense
5050,Taquaruçu do Sul (RS),Taquaruçu do Sul,479,Frederico Westphalen,Noroeste Rio-grandense,RS,Taquaruçu do SulFrederico WestphalenNoroeste Rio-grandense
5051,Tavares (RS),Tavares,490,Osório,Metropolitana de Porto Alegre,RS,TavaresOsórioMetropolitana de Porto Alegre
5052,Tenente Portela (RS),Tenente Portela,494,Três Passos,Noroeste Rio-grandense,RS,Tenente PortelaTrês PassosNoroeste Rio-grandense
5053,Terra de Areia (RS),Terra de Areia,490,Osório,Metropolitana de Porto Alegre,RS,Terra de AreiaOsórioMetropolitana de Porto Alegre
5054,Teutônia (RS),Teutônia,488,Lajeado-Estrela,Centro Oriental Rio-grandense,RS,TeutôniaLajeado-EstrelaCentro Oriental Rio-grandense
5055,Tio Hugo (RS),Tio Hugo,505,Não-Me-Toque,Noroeste Rio-grandense,RS,Tio HugoNão-Me-ToqueNoroeste Rio-grandense
5056,Tiradentes do Sul (RS),Tiradentes do Sul,494,Três Passos,Noroeste Rio-grandense,RS,Tiradentes do SulTrês PassosNoroeste Rio-grandense
5057,Toropi (RS),Toropi,499,Santa Maria,Centro Ocidental Rio-grandense,RS,ToropiSanta MariaCentro Ocidental Rio-grandense
5058,Torres (RS),Torres,490,Osório,Metropolitana de Porto Alegre,RS,TorresOsórioMetropolitana de Porto Alegre
5059,Tramandaí (RS),Tramandaí,490,Osório,Metropolitana de Porto Alegre,RS,TramandaíOsórioMetropolitana de Porto Alegre
5060,Travesseiro (RS),Travesseiro,488,Lajeado-Estrela,Centro Oriental Rio-grandense,RS,TravesseiroLajeado-EstrelaCentro Oriental Rio-grandense
5061,Três Arroios (RS),Três Arroios,487,Erechim,Noroeste Rio-grandense,RS,Três ArroiosErechimNoroeste Rio-grandense
5062,Três Cachoeiras (RS),Três Cachoeiras,490,Osório,Metropolitana de Porto Alegre,RS,Três CachoeirasOsórioMetropolitana de Porto Alegre
5063,Três Coroas (RS),Três Coroas,502,Gramado-Canela,Metropolitana de Porto Alegre,RS,Três CoroasGramado-CanelaMetropolitana de Porto Alegre
5064,Três de Maio (RS),Três de Maio,476,Santa Rosa,Noroeste Rio-grandense,RS,Três de MaioSanta RosaNoroeste Rio-grandense
5065,Três Forquilhas (RS),Três Forquilhas,490,Osório,Metropolitana de Porto Alegre,RS,Três ForquilhasOsórioMetropolitana de Porto Alegre
5066,Três Palmeiras (RS),Três Palmeiras,479,Frederico Westphalen,Noroeste Rio-grandense,RS,Três PalmeirasFrederico WestphalenNoroeste Rio-grandense
5067,Três Passos (RS),Três Passos,494,Três Passos,Noroeste Rio-grandense,RS,Três PassosTrês PassosNoroeste Rio-grandense
5068,Trindade do Sul (RS),Trindade do Sul,479,Frederico Westphalen,Noroeste Rio-grandense,RS,Trindade do SulFrederico WestphalenNoroeste Rio-grandense
5069,Triunfo (RS),Triunfo,492,São Jerônimo,Metropolitana de Porto Alegre,RS,TriunfoSão JerônimoMetropolitana de Porto Alegre
5070,Tucunduva (RS),Tucunduva,476,Santa Rosa,Noroeste Rio-grandense,RS,TucunduvaSanta RosaNoroeste Rio-grandense
5071,Tunas (RS),Tunas,496,Soledade,Noroeste Rio-grandense,RS,TunasSoledadeNoroeste Rio-grandense
5072,Tupanci do Sul (RS),Tupanci do Sul,495,Sananduva,Noroeste Rio-grandense,RS,Tupanci do SulSananduvaNoroeste Rio-grandense
5073,Tupanciretã (RS),Tupanciretã,503,Santiago,Centro Ocidental Rio-grandense,RS,TupanciretãSantiagoCentro Ocidental Rio-grandense
5074,Tupandi (RS),Tupandi,481,Montenegro,Metropolitana de Porto Alegre,RS,TupandiMontenegroMetropolitana de Porto Alegre
5075,Tuparendi (RS),Tuparendi,476,Santa Rosa,Noroeste Rio-grandense,RS,TuparendiSanta RosaNoroeste Rio-grandense
5076,Turuçu (RS),Turuçu,489,Pelotas,Sudeste Rio-grandense,RS,TuruçuPelotasSudeste Rio-grandense
5077,Ubiretama (RS),Ubiretama,498,Santo Ângelo,Noroeste Rio-grandense,RS,UbiretamaSanto ÂngeloNoroeste Rio-grandense
5078,União da Serra (RS),União da Serra,484,Guaporé,Nordeste Rio-grandense,RS,União da SerraGuaporéNordeste Rio-grandense
5079,Unistalda (RS),Unistalda,503,Santiago,Centro Ocidental Rio-grandense,RS,UnistaldaSantiagoCentro Ocidental Rio-grandense
5080,Uruguaiana (RS),Uruguaiana,477,Campanha Ocidental,Sudoeste Rio-grandense,RS,UruguaianaCampanha OcidentalSudoeste Rio-grandense
5081,Vacaria (RS),Vacaria,497,Vacaria,Nordeste Rio-grandense,RS,VacariaVacariaNordeste Rio-grandense
5082,Vale do Sol (RS),Vale do Sol,491,Santa Cruz do Sul,Centro Oriental Rio-grandense,RS,Vale do SolSanta Cruz do SulCentro Oriental Rio-grandense
5083,Vale Real (RS),Vale Real,481,Montenegro,Metropolitana de Porto Alegre,RS,Vale RealMontenegroMetropolitana de Porto Alegre
5084,Vale Verde (RS),Vale Verde,492,São Jerônimo,Metropolitana de Porto Alegre,RS,Vale VerdeSão JerônimoMetropolitana de Porto Alegre
5085,Vanini (RS),Vanini,473,Passo Fundo,Noroeste Rio-grandense,RS,VaniniPasso FundoNoroeste Rio-grandense
